manager_true_ultimate_parent_country_of_headquarters,amount_usd_m,rank,pct
Unknown,268.13130535933146,1,0.7371392902106184
Colombia,63.74298243630373,2,0.17524047319292102
Peru,31.871491218151863,3,0.08762023659646051
United States of America,0,4,0
