manager_true_ultimate_parent_country_of_headquarters,amount_usd_m,rank,pct
United States of America,5853.2145037547725,1,0.4044531558952055
Brazil,4985.878373808172,2,0.344520817048952
United Kingdom,1436.1803775142057,3,0.09923909088719846
Unknown,831.1503749246015,4,0.05743192769478968
Switzerland,677.6084359311677,5,0.04682228375498077
Spain,478.29248462222944,6,0.03304968658201843
Netherlands,149.68683936318163,7,0.010343259167689975
Germany,59.91055812390648,8,0.0041397789691652665
