,GID,exporter_group,Adjusted_deforestation_exposure,Producer country,Year,Commodity
249,BOL.8.8_2,GO AGRO SRL,1.6759779422612824,Bolivia,2021,Soya beans
250,BOL.8.8_2,ILMER RODRIGO VALDEZ RETAMOSO - EXPORT GRAINCRUZ,1.0932644569732601,Bolivia,2021,Soya beans
251,BOL.8.8_2,INDUSTRIAS DE ACEITE S.A.,10.284432837507827,Bolivia,2021,Soya beans
252,BOL.8.8_2,INOLSA SRL,0.0008643450233933354,Bolivia,2021,Soya beans
253,BOL.8.8_2,INTEGRAL AGROPECUARIA SA,3.439450772160596e-05,Bolivia,2021,Soya beans
254,BOL.8.8_2,LAGUNA BOLIVIAN AGROTRADER SRL,3.1604834308666723,Bolivia,2021,Soya beans
255,BOL.8.8_2,MONICA SA,0.13646143690397555,Bolivia,2021,Soya beans
256,BOL.8.8_2,PROCESADORA DE GRANOS & ALIMENTOS GRAN ALIMENTO SRL,0.9463762385141284,Bolivia,2021,Soya beans
257,BOL.8.8_2,PROCESSED DOMESTICALLY,44.320444003588946,Bolivia,2021,Soya beans
258,BOL.8.8_2,SOYAGRAIN SRL,26.13710476523236,Bolivia,2021,Soya beans
259,BOL.8.8_2,SOYPEANUTS SRL,0.4946727087769112,Bolivia,2021,Soya beans
260,BOL.8.8_2,SUPERGRAIN SRL,7.768432817464801,Bolivia,2021,Soya beans
261,BOL.8.8_2,TITO TIBURCIO POCOMANI MEDRANO - INVERSIONES AGROPECUARIAS SAMARY-INAGROS IMPORT-EXPORT,0.8412603903992765,Bolivia,2021,Soya beans
262,BOL.8.8_2,UNKNOWN,40.25906328152833,Bolivia,2021,Soya beans
263,BOL.8.8_2,VEIZAGA MICHEL RENAN - IMPORT EXPORT SEIJI,0.5225205891508155,Bolivia,2021,Soya beans
