producer_country,commodity,year,exporter_group,adjusted_deforestation_exposure,years_appeared,years_available
Bolivia,Soya beans,2020,AGROINDUSTRIA CAICO SA,361.95956891544245,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,AGROTRAM SRL,36.20481725981206,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,ASOCIACION DE PRODUCTORES DE OLEAGINOSAS & TRIGO,5.086542120898748,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,CARGILL,982.3495541510014,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,GRAVETAL BOLIVIA SA,3489.332129555393,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,HUGO SPECHAR GONZALES - GRANOS,1139.757704199305,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,INDUSTRIAS DE ACEITE S.A.,2141.9768400657485,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,INDUSTRIAS OLEAGINOSAS S.A.,2339.6642703998764,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,PROCESADORA DE GRANOS & ALIMENTOS GRAN ALIMENTO SRL,311.8258445146905,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,PROCESADORA DE OLEAGINOSAS PROLEGA S.A. PROLEGA S.A.,21.682361866414755,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,PROCESSED DOMESTICALLY,5025.142432996433,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,1167.232259193827,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,SUPERGRAIN SRL,42.11648019424885,"2020, 2021",2020-2021
Bolivia,Soya beans,2020,UNKNOWN,3876.1521503914255,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,AGROINDUSTRIA CAICO SA,615.2757265723918,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,AGROTRAM SRL,294.52858705948216,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,ASOCIACION DE PRODUCTORES DE OLEAGINOSAS & TRIGO,172.7784269033466,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,CAINSA SRL,54.52742907961867,2021,2020-2021
Bolivia,Soya beans,2021,CARGILL,792.3896659589294,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,COMERCIAL INDUSTRIAL AGROPECUARIA CIAGRO SA,197.6164192111262,2021,2020-2021
Bolivia,Soya beans,2021,EMPRESA AGROINDUSTRIAL D F &R SRL,396.26659328436966,2021,2020-2021
Bolivia,Soya beans,2021,EMPRESA AGROINDUSTRIAL FIDERO SRL,438.5470916332883,2021,2020-2021
Bolivia,Soya beans,2021,GRAVETAL BOLIVIA SA,1927.772130065734,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,HUGO SPECHAR GONZALES - GRANOS,686.7241008114385,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,INDUSTRIAS DE ACEITE S.A.,3121.0273172859997,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,INDUSTRIAS OLEAGINOSAS S.A.,2924.5868836529085,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,PROCESADORA DE GRANOS & ALIMENTOS GRAN ALIMENTO SRL,858.4949623731264,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,PROCESADORA DE OLEAGINOSAS PROLEGA S.A. PROLEGA S.A.,57.09902787679028,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,PROCESSED DOMESTICALLY,4256.578458144991,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,1603.1663304551885,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,SOYAGRAIN SRL,245.1852660293792,2021,2020-2021
Bolivia,Soya beans,2021,SUPERGRAIN SRL,72.8736133588564,"2020, 2021",2020-2021
Bolivia,Soya beans,2021,UNKNOWN,9279.942201007958,"2020, 2021",2020-2021
Brazil,Cattle meat,2010,AMERICA SUD INDUSTRIA E COMERCIO DE CARNES EIRELI,2567.8957377187653,"2010, 2011",2010-2020
Brazil,Cattle meat,2010,ARANTES ALIMENTOSEM RECUPERACAO JUDICIAL,7.580789944385497,"2010, 2012",2010-2020
Brazil,Cattle meat,2010,BERTIN S.A.,244540.4791928688,2010,2010-2020
Brazil,Cattle meat,2010,BRF,35817.639838650364,"2010, 2011, 2012, 2013, 2014",2010-2020
Brazil,Cattle meat,2010,COOPERATIVA DOS PRODUTORES DE CARNE E DERIVADOS DE GURUPI,149.86195282796672,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,DISTRIBUIDORA DE CARNES EQUATORIAL LTDA,19792.898366542246,"2010, 2011, 2012",2010-2020
Brazil,Cattle meat,2010,ELEVEN BRAZIL IMPORTACAO E EXPORTACAO,104.87863367603825,2010,2010-2020
Brazil,Cattle meat,2010,FRIGOESTRELA SA,13.091134608150062,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,FRIGOL,4413.908903079326,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,FRIGORIFICO ELDORADO S/A,3179.8397303027264,2010,2010-2020
Brazil,Cattle meat,2010,FRIGORIFICO MERCOSUL S/A,844.8365606678708,2010,2010-2020
Brazil,Cattle meat,2010,FRIGORIFICO PANTANAL LTDA - ME,1352.0297873006316,"2010, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,FRIGORIFICO RIO MARIA,1402.8620219519087,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,FRIGORIFICO TANGARA,2439.112165355804,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,FRISA FRIGORIFICO RIO DOCE,0.901192342836342,"2010, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,GUAPORE CARNE S/A,4210.3768459618605,"2010, 2011, 2012",2010-2020
Brazil,Cattle meat,2010,IFC INTERNATIONAL FOOD COMPANY INDUSTRIA DE ALIMENTOS,421.412840395816,2010,2010-2020
Brazil,Cattle meat,2010,IRMAOS GONCALVES COMERCIO E INDUSTRIA,61708.00127368495,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,JBS,107036.84961732553,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,KAIAPOS FABRIL E EXPORTADORA,21306.84085942953,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2010,M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS,69.56585970067938,"2010, 2011, 2012, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2010,MARFRIG,153.96777328840975,"2010, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,MASSENA COMERCIO EXTERIOR LTDA,87.3097368483511,2010,2010-2020
Brazil,Cattle meat,2010,MATABOI ALIMENTOS,504.2759782177304,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,2347.0684862979465,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,MINERVA,9980.199929406346,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,ODEBRECHT SERVICOS DE EXPORTACAO S.A,7.44358458047273,"2010, 2011",2010-2020
Brazil,Cattle meat,2010,RXM IMPORTACAO E EXPORTACAO,7622.980470477954,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,SADIA S.A.,55172.86300054778,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2010,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,94.92624219411931,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,TANGARA ALIMENTOS,2.079835331073344,"2010, 2012, 2017",2010-2020
Brazil,Cattle meat,2010,TANGARA IMPORTADORA E EXPORTADORA SA,25664.199510463117,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2010,UNKNOWN,434664.2293056222,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS,47014.80012420092,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2010,XINGUARA INDUSTRIA E COMERCIO,1621.9901078242349,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2011,AGRA AGROINDUSTRIAL DE ALIMENTOS,6.177935801977787,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,AMERICA SUD INDUSTRIA E COMERCIO DE CARNES EIRELI,276.975311842618,"2010, 2011",2010-2020
Brazil,Cattle meat,2011,BRASLO PRODUTOS DE CARNE,235.8573948647787,2011,2010-2020
Brazil,Cattle meat,2011,BRF,13149.228149918195,"2010, 2011, 2012, 2013, 2014",2010-2020
Brazil,Cattle meat,2011,COOPERATIVA DOS PRODUTORES DE CARNE E DERIVADOS DE GURUPI,136.81180114964508,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,DISTRIBUIDORA DE CARNES EQUATORIAL LTDA,14190.170525134561,"2010, 2011, 2012",2010-2020
Brazil,Cattle meat,2011,FRIGOESTRELA SA,0.727223334006869,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,FRIGOL,3624.238762361271,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,FRIGORIFICO RIO MARIA,3036.072796541548,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,FRIGORIFICO TANGARA,2603.959262945215,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,GUAPORE CARNE S/A,7072.272994292861,"2010, 2011, 2012",2010-2020
Brazil,Cattle meat,2011,IRMAOS GONCALVES COMERCIO E INDUSTRIA,50762.05450220841,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,JBS,172021.30201017403,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,KAIAPOS FABRIL E EXPORTADORA,38290.0422750771,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2011,LIDERA COMERCIO DE ALIMENTOS LTDA - ME,97.03877454018485,"2011, 2012",2010-2020
Brazil,Cattle meat,2011,M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS,3.3289034105747097,"2010, 2011, 2012, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2011,MASTERBOI,1516.284004757692,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,MATABOI ALIMENTOS,125.14895211039214,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,1732.2342026187612,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,MINERVA,17417.42952737064,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,ODEBRECHT SERVICOS DE EXPORTACAO S.A,486.1373781241043,"2010, 2011",2010-2020
Brazil,Cattle meat,2011,PLENA ALIMENTOS,83.37873574071762,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,RADAR INDUSTRIA E COMERCIO DE FRIGORIFICADOS,244.27950210987822,2011,2010-2020
Brazil,Cattle meat,2011,RODOPA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,7.980303934642218,"2011, 2014",2010-2020
Brazil,Cattle meat,2011,RXM IMPORTACAO E EXPORTACAO,662.3896320326064,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,SA FOOD IMPORTACAO E EXPORTACAO,3.338386058502462,"2011, 2017",2010-2020
Brazil,Cattle meat,2011,SADIA S.A.,39546.73570337166,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2011,TANGARA IMPORTADORA E EXPORTADORA SA,9375.84100794682,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2011,UNKNOWN,323746.9919263849,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS,33657.68628854313,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2011,XINGUARA INDUSTRIA E COMERCIO,2021.7586376247814,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2012,AGRA AGROINDUSTRIAL DE ALIMENTOS,31.5763506624534,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,AGROEXPORT TRADING E AGRONEGOCIOS,36219.446399177796,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,ARANTES ALIMENTOSEM RECUPERACAO JUDICIAL,137.06067960693323,"2010, 2012",2010-2020
Brazil,Cattle meat,2012,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,9143.925889104388,"2012, 2013, 2014, 2016",2010-2020
Brazil,Cattle meat,2012,BRF,13743.43085096041,"2010, 2011, 2012, 2013, 2014",2010-2020
Brazil,Cattle meat,2012,COMERCIAL DE ALIMENTOS TALISMA,28.36869315200142,"2012, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,COOPERATIVA DOS PRODUTORES DE CARNE E DERIVADOS DE GURUPI,183.70774901191066,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,DISTRIBUIDORA DE CARNES EQUATORIAL LTDA,2028.0097841352422,"2010, 2011, 2012",2010-2020
Brazil,Cattle meat,2012,FRIGOESTRELA SA,2.202961226667784,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,FRIGOL,2818.4926680477565,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,FRIGORIFICO BIG BOI,61.79473712931724,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020
Brazil,Cattle meat,2012,FRIGORIFICO RIO MARIA,612.5397431784954,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,FRIGORIFICO TANGARA,3624.314081229382,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,GUAPORE CARNE S/A,1667.8406304911175,"2010, 2011, 2012",2010-2020
Brazil,Cattle meat,2012,IRMAOS GONCALVES COMERCIO E INDUSTRIA,61943.61424878766,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,JBS,150648.8232083815,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,KAIAPOS FABRIL E EXPORTADORA,84131.47540301681,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2012,KIT TRADING,485.18192186251,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,LIDERA COMERCIO DE ALIMENTOS LTDA - ME,205.79461032767813,"2011, 2012",2010-2020
Brazil,Cattle meat,2012,M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS,12.520284423600438,"2010, 2011, 2012, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2012,MAIS TRADING LTDA.,189.02905280903752,2012,2010-2020
Brazil,Cattle meat,2012,MASTERBOI,187.31695842050556,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,MATABOI ALIMENTOS,173.80502685335676,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,MERCURIO ALIMENTOS,7476.934320598331,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,9294.043523869394,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,699.5645075235923,"2012, 2013, 2014, 2016, 2017",2010-2020
Brazil,Cattle meat,2012,MINERVA,68173.99266224464,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,PAMPACARNE COMERCIO IMPORTACAO E EXPORTACAO,8.22645513661251,"2012, 2013, 2014, 2015, 2017",2010-2020
Brazil,Cattle meat,2012,PLENA ALIMENTOS,183.31082785743553,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,RXM IMPORTACAO E EXPORTACAO,874.193542634011,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,SADIA S.A.,20851.044346274182,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2012,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,5964.42657435182,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,SUPERFRIGO INDUSTRIA E COMERCIO,74.18616757515662,"2012, 2013, 2014, 2015",2010-2020
Brazil,Cattle meat,2012,TANGARA ALIMENTOS,9.62493849629523,"2010, 2012, 2017",2010-2020
Brazil,Cattle meat,2012,TANGARA IMPORTADORA E EXPORTADORA SA,3646.8904022828783,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2012,UNKNOWN,433539.8544275112,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS,53752.35658381069,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2012,XINGUARA INDUSTRIA E COMERCIO,820.502579431924,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2013,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,895.7382594608072,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,AGRA AGROINDUSTRIAL DE ALIMENTOS,20.30652481499731,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,AGROEXPORT TRADING E AGRONEGOCIOS,38787.555347074864,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,AGROGLOBAL AGRONEGOCIOS EXPORTACAO E IMPORTACAO REPRESENTACO,118.19687083037572,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,AGROPECUARIA SANTA RITA DO MARAJO SOCIEDADE ANONIMA,114.22898895935386,2013,2010-2020
Brazil,Cattle meat,2013,ALVO CONSULTORIA E AGRONEGOCIOS,821.9705609335024,"2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,9100.509149775433,"2012, 2013, 2014, 2016",2010-2020
Brazil,Cattle meat,2013,BRF,13214.895624066974,"2010, 2011, 2012, 2013, 2014",2010-2020
Brazil,Cattle meat,2013,BUBRAS PARTICIPACOES E INVESTIMENTOS LTDA,851.7144159074343,2013,2010-2020
Brazil,Cattle meat,2013,CONSTRUTORA NORBERTO ODEBRECHT,34.436785825113795,"2013, 2014, 2015, 2016, 2017, 2019",2010-2020
Brazil,Cattle meat,2013,COOPERATIVA DOS PRODUTORES DE CARNE E DERIVADOS DE GURUPI,172.52813887044945,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,COREX IMPORTACAO E EXPORTACAO,73.00602009683625,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,FRIGOESTRELA SA,15.886492963287074,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,FRIGOL,3749.8799110660443,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,FRIGORIFICO BIG BOI,2.192208287966972,"2012, 2013, 2014, 2015, 2016, 2017, 2019",2010-2020
Brazil,Cattle meat,2013,FRIGORIFICO RIO MARIA,663.2049621975079,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,FRIGORIFICO TANGARA,1885.318505188991,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,FRIGOSOL FRIGORIFICO SUL BAHIA,37.13634661792093,"2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,FRISA FRIGORIFICO RIO DOCE,0.08772211692159904,"2010, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,"GIVOTRADING COMERCIO, IMPORTACAO E EXPORTACAO LTDA",2018.5316377960382,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,GROUP AGRICOLA E EXPORTACAO LTDA.,435.33851497136766,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,IRMAOS GONCALVES COMERCIO E INDUSTRIA,24262.11789560127,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,JBS,86741.42005393267,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,JJZ ALIMENTOS,360.3355011707465,"2013, 2014, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2013,KAIAPOS FABRIL E EXPORTADORA,13974.85809381048,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2013,KIT TRADING,582.9682405964246,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,LAMAJO COMERCIAL,10.098439299931705,"2013, 2016",2010-2020
Brazil,Cattle meat,2013,MARFRIG,121.14126555734646,"2010, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,MASTERBOI,193.61113913179503,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,MATABOI ALIMENTOS,154.60118576634895,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,MERCURIO ALIMENTOS,49853.10527802166,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,10404.47974896943,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,71.21795872760062,"2012, 2013, 2014, 2016, 2017",2010-2020
Brazil,Cattle meat,2013,MINERVA,49804.35489404053,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,"MUNDO BRASIL COMERCIO, EXPORTACAO E IMPORTACAO LTDA.",69.9730179453966,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,OMEGA REPRESENTACOES LTDA,1393.1112909788176,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,PAMPACARNE COMERCIO IMPORTACAO E EXPORTACAO,218.49187093049977,"2012, 2013, 2014, 2015, 2017",2010-2020
Brazil,Cattle meat,2013,PLENA ALIMENTOS,102.4922745707627,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,"REDENCAO - INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE C",22.998637359933525,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,RXM IMPORTACAO E EXPORTACAO,1697.5215436268345,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,S. C. T. ARTIGOS PARA PRESENTES LTDA,632.9382899162962,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,SADIA S.A.,59.75368569389178,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2013,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,1204.9391992559624,"2010, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,SUPERFRIGO INDUSTRIA E COMERCIO,343.8113662952158,"2012, 2013, 2014, 2015",2010-2020
Brazil,Cattle meat,2013,TANGARA IMPORTADORA E EXPORTADORA SA,4168.430654464637,"2010, 2011, 2012, 2013",2010-2020
Brazil,Cattle meat,2013,TDX TRADING COMPANY COMERCIO IMPORTACAO E EXPORTACAO DE PROD,1014.0542963421216,"2013, 2014",2010-2020
Brazil,Cattle meat,2013,UNKNOWN,299511.6548565265,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS,23646.564265109042,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
Brazil,Cattle meat,2013,WELLARD DO BRASIL AGRONEGOCIOS,2981.7032847066,"2013, 2014, 2015, 2016",2010-2020
Brazil,Cattle meat,2013,XINGUARA INDUSTRIA E COMERCIO,994.7070158847184,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2010-2020
Brazil,Cattle meat,2014,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,2329.5247264950326,"2013, 2014",2010-2020
Brazil,Cattle meat,2014,AGRA AGROINDUSTRIAL DE ALIMENTOS,115.27688364668506,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020
