commodity,producer_country,manager_country_grouped,financial_flow_link_strength,total_usd_m_normalised_to_sei_trase_by_strength,total_usd_m_normalised_to_sei_trase,rank,manager_country_grouped_link_strength_pct
Soya beans,Brazil,Unknown,Low,1623.8327041087603,1946.5791207525647,10,0.8341981514118841
Soya beans,Brazil,Unknown,Medium,180.2752436725675,1946.5791207525647,10,0.09261131065809003
Sugar cane,Brazil,Australia,High,89.7752981818132,1450.1472044318004,9,0.06190771385653164
Sugar cane,Brazil,Australia,Low,354.0731556417577,1450.1472044318004,9,0.24416359564027248
Sugar cane,Brazil,Australia,Medium,1006.2987506082293,1450.1472044318004,9,0.6939286905031957
Sugar cane,Brazil,Brazil,High,1227.7325630376731,2214.1488300176284,7,0.5544941452864749
Sugar cane,Brazil,Brazil,Low,219.28441202975426,2214.1488300176284,7,0.09903779233666438
Sugar cane,Brazil,Brazil,Medium,767.1318549501996,2214.1488300176284,7,0.3464680623768601
Sugar cane,Brazil,Canada,High,155.7861648926357,1202.902017185586,10,0.12950860724061844
Sugar cane,Brazil,Canada,Low,271.6644993956863,1202.902017185586,10,0.22584092096819003
Sugar cane,Brazil,Canada,Medium,775.4513528972642,1202.902017185586,10,0.6446504717911917
Sugar cane,Brazil,China,High,171.10152185993974,12658.404757518309,3,0.013516831317810092
Sugar cane,Brazil,China,Low,9372.967936817584,12658.404757518309,3,0.740454118537379
Sugar cane,Brazil,China,Medium,3114.335298840781,12658.404757518309,3,0.2460290501448106
Sugar cane,Brazil,EU27,High,2115.5790389302542,20331.869444810472,1,0.10405236196665806
Sugar cane,Brazil,EU27,Low,11501.029686396754,20331.869444810472,1,0.5656651355949115
Sugar cane,Brazil,EU27,Medium,6715.260719483429,20331.869444810472,1,0.3302825024384287
Sugar cane,Brazil,Japan,High,335.2270619522188,5380.345178169993,5,0.06230586530253788
Sugar cane,Brazil,Japan,Low,3313.6402107786084,5380.345178169993,5,0.6158787403126561
Sugar cane,Brazil,Japan,Medium,1731.477905439171,5380.345178169993,5,0.321815394384807
Sugar cane,Brazil,Other countries,High,134.709622274598,NA,NA,NA
Sugar cane,Brazil,Other countries,Low,2760.322490864259,NA,NA,NA
Sugar cane,Brazil,Other countries,Medium,534.6062879933037,NA,NA,NA
Sugar cane,Brazil,Singapore,High,57.6557110679828,1550.3448904133495,8,0.0371889580341125
Sugar cane,Brazil,Singapore,Low,403.79911140401975,1550.3448904133495,8,0.2604576013382156
Sugar cane,Brazil,Singapore,Medium,1088.8900679413473,1550.3448904133495,8,0.7023534406276721
Sugar cane,Brazil,Switzerland,High,110.91032220404574,2281.21458667456,6,0.0486189781758871
Sugar cane,Brazil,Switzerland,Low,1856.8048227494412,2281.21458667456,6,0.8139544756533396
Sugar cane,Brazil,Switzerland,Medium,313.49944172107024,2281.21458667456,6,0.1374265461707721
Sugar cane,Brazil,United Kingdom,High,351.5048762094309,8607.671703196833,4,0.04083623171628215
Sugar cane,Brazil,United Kingdom,Low,5763.9068926350965,8607.671703196833,4,0.6696243875674788
Sugar cane,Brazil,United Kingdom,Medium,2492.259934352321,8607.671703196833,4,0.28953938071624086
Sugar cane,Brazil,United States of America,High,571.3925489494452,12908.67562915968,2,0.04426422704887824
Sugar cane,Brazil,United States of America,Low,8113.481154800017,12908.67562915968,2,0.6285293230602451
Sugar cane,Brazil,United States of America,Medium,4223.801925410208,12908.67562915968,2,0.32720644989087594
