manager_true_ultimate_parent_organisation_name,country_commodity,financial_flow_link_strength,total_usd_m_yr_this_strength,total_usd_m_yr_overall,rank_overall,prop_overall,prop_this_strength,prop_this_country_commodity,government_ultimate_parent,manager_true_ultimate_parent_country_of_headquarters,manager_true_ultimate_parent_region_of_headquarters_unsd
Gefan Finanz AG,"Peru - Coffee, green",Low,0.02347101718547278,13.785622900660261,232,7.600797385171592e-5,9%,1%,FALSE,NA,Unknown
Capital One Financial Corp,Bolivia - Soya beans,Medium,1.3007055752455274,13.348275437655431,233,7.359662872993741e-5,50%,10%,FALSE,United States of America,Northern America
Capital One Financial Corp,Brazil - Soya beans,Medium,5.193206839180307,13.348275437655431,233,7.359662872993741e-5,50%,39%,FALSE,United States of America,Northern America
Capital One Financial Corp,Ecuador - Cocoa beans,Low,6.67248571978692,13.348275437655431,233,7.359662872993741e-5,50%,51%,FALSE,United States of America,Northern America
Capital One Financial Corp,Ecuador - Cocoa beans,Medium,0.18187730344267683,13.348275437655431,233,7.359662872993741e-5,50%,51%,FALSE,United States of America,Northern America
Taiwan Business Bank Ltd,Brazil - Soya beans,Low,13.24886555946511,13.333073550798451,234,7.351281208798743e-5,100%,99%,FALSE,Taiwan,Asia
Taiwan Business Bank Ltd,"Colombia - Coffee, green",Low,0.05307434697265602,13.333073550798451,234,7.351281208798743e-5,100%,0%,FALSE,Taiwan,Asia
Taiwan Business Bank Ltd,"Peru - Coffee, green",Low,0.03113364436068544,13.333073550798451,234,7.351281208798743e-5,100%,0%,FALSE,Taiwan,Asia
Hankou Bank Co Ltd,Brazil - Soya beans,Low,4.032274453195912,13.271542193349493,235,7.317355474417766e-5,97%,33%,FALSE,China,Asia
Hankou Bank Co Ltd,Brazil - Soya beans,Medium,0.384359615126006,13.271542193349493,235,7.317355474417766e-5,3%,33%,FALSE,China,Asia
Hankou Bank Co Ltd,Brazil - Sugar cane,Low,8.854908125027576,13.271542193349493,235,7.317355474417766e-5,97%,67%,FALSE,China,Asia
GE Artesia BV,Brazil - Soya beans,Medium,10.418045057022606,12.772400467822214,236,7.042150273350205e-5,96%,82%,FALSE,Netherlands,Europe
GE Artesia BV,"Colombia - Coffee, green",Low,0.5455735966136762,12.772400467822214,236,7.042150273350205e-5,4%,4%,FALSE,Netherlands,Europe
GE Artesia BV,Peru - Cocoa beans,Medium,1.8087818141859333,12.772400467822214,236,7.042150273350205e-5,96%,14%,FALSE,Netherlands,Europe
1ST Farm Credit Services Aca,Brazil - Cattle meat,Medium,12.77035723001553,12.77035723001553,237,7.04102372022379e-5,100%,100%,FALSE,United States of America,Northern America
Grupo Financiero Banorte SAB de CV,Brazil - Sugar cane,Low,12.657183543393032,12.657183543393032,238,6.978624634774461e-5,100%,100%,FALSE,Mexico,Latin America and the Caribbean
Banco Safra SA,Brazil - Cattle meat,High,12.535351482310977,12.535351482310977,239,6.911451695403098e-5,100%,100%,FALSE,Brazil,Latin America and the Caribbean
Bank Negara Indonesia (Persero) Tbk PT,Brazil - Soya beans,Low,10.969098522233958,12.498850072776795,240,6.89132639383771e-5,88%,94%,TRUE,Indonesia,Asia
Bank Negara Indonesia (Persero) Tbk PT,Brazil - Soya beans,Medium,0.8127008270510285,12.498850072776795,240,6.89132639383771e-5,12%,94%,TRUE,Indonesia,Asia
Bank Negara Indonesia (Persero) Tbk PT,Peru - Cocoa beans,Medium,0.7170507234918091,12.498850072776795,240,6.89132639383771e-5,12%,6%,TRUE,Indonesia,Asia
Kuwait Projects Company Holding KSCP,Brazil - Soya beans,High,2.895726684807835,12.286393849667867,241,6.774187203486549e-5,92%,24%,FALSE,Kuwait,Asia
Kuwait Projects Company Holding KSCP,Brazil - Sugar cane,High,8.161050415306116,12.286393849667867,241,6.774187203486549e-5,92%,66%,FALSE,Kuwait,Asia
Kuwait Projects Company Holding KSCP,"Colombia - Coffee, green",High,0.23289053890961087,12.286393849667867,241,6.774187203486549e-5,92%,2%,FALSE,Kuwait,Asia
Kuwait Projects Company Holding KSCP,Peru - Cocoa beans,Medium,0.9327165768228713,12.286393849667867,241,6.774187203486549e-5,8%,8%,FALSE,Kuwait,Asia
Kuwait Projects Company Holding KSCP,"Peru - Coffee, green",High,0.06400963382143388,12.286393849667867,241,6.774187203486549e-5,92%,1%,FALSE,Kuwait,Asia
Sky Financial Group Inc,Brazil - Soya beans,Medium,12.081224940798897,12.081224940798897,242,6.661065923636722e-5,100%,100%,FALSE,United States of America,Northern America
Deposit Insurance Corp of Japan,Brazil - Soya beans,Low,11.97427473955563,11.97427473955563,243,6.602098199377091e-5,100%,100%,TRUE,NA,Unknown
China Post Group Co Ltd,Brazil - Soya beans,Low,11.066391995234227,11.945864806856223,244,6.586434188854634e-5,100%,93%,TRUE,China,Asia
China Post Group Co Ltd,Brazil - Sugar cane,Low,0.8794728116219964,11.945864806856223,244,6.586434188854634e-5,100%,7%,TRUE,China,Asia
Hyakugo Bank Ltd,Brazil - Soya beans,Low,11.920391082579105,11.920391082579105,245,6.572389076909288e-5,100%,100%,FALSE,Japan,Asia
United Bank for Africa PLC,Brazil - Soya beans,Low,10.07890219342942,11.874405803505184,246,6.547034779068694e-5,85%,85%,FALSE,Nigeria,Africa
United Bank for Africa PLC,Ecuador - Cocoa beans,Medium,1.135431223336934,11.874405803505184,246,6.547034779068694e-5,15%,10%,FALSE,Nigeria,Africa
United Bank for Africa PLC,"Peru - Coffee, green",Medium,0.6600723867388303,11.874405803505184,246,6.547034779068694e-5,15%,6%,FALSE,Nigeria,Africa
Bank of Ireland Group PLC,Brazil - Cattle meat,Medium,11.72522902995876,11.72522902995876,247,6.464785145630246e-5,100%,100%,FALSE,Ireland,Europe
Hyakujushi Bank Ltd,Brazil - Soya beans,Low,11.598128900402093,11.598128900402093,248,6.39470762070803e-5,100%,100%,FALSE,Japan,Asia
Axis Bank Ltd,Brazil - Sugar cane,Low,11.193776386043423,11.596512620167665,249,6.393816473556533e-5,100%,97%,FALSE,India,Asia
Axis Bank Ltd,"Colombia - Coffee, green",Low,0.30824633040805766,11.596512620167665,249,6.393816473556533e-5,100%,3%,FALSE,India,Asia
Axis Bank Ltd,"Peru - Coffee, green",Low,0.09448990371618499,11.596512620167665,249,6.393816473556533e-5,100%,1%,FALSE,India,Asia
Qatar National Bank QPSC,Brazil - Soya beans,Low,10.969098522233958,11.595180980855027,250,6.39308226512225e-5,95%,100%,TRUE,Qatar,Asia
Qatar National Bank QPSC,Brazil - Soya beans,Medium,0.5820312982556097,11.595180980855027,250,6.39308226512225e-5,5%,100%,TRUE,Qatar,Asia
Qatar National Bank QPSC,"Colombia - Coffee, green",Medium,0.04405116036545925,11.595180980855027,250,6.39308226512225e-5,5%,0%,TRUE,Qatar,Asia
Industrial Bank Co Ltd,Brazil - Soya beans,Low,9.722090868578352,11.31431597353805,251,6.238225424152168e-5,86%,90%,FALSE,China,Asia
Industrial Bank Co Ltd,Brazil - Soya beans,Medium,0.40627177119686214,11.31431597353805,251,6.238225424152168e-5,14%,90%,FALSE,China,Asia
Industrial Bank Co Ltd,Brazil - Sugar cane,Medium,1.185953333762835,11.31431597353805,251,6.238225424152168e-5,14%,10%,FALSE,China,Asia
Arab Energy Fund,Brazil - Soya beans,Low,11.290397590275242,11.290397590275242,252,6.225037860102902e-5,100%,100%,FALSE,NA,Unknown
Kuwait Finance House KSCP,Brazil - Soya beans,Low,11.06738118208939,11.06738118208939,253,6.1020762395505073e-05,100%,100%,FALSE,Kuwait,Asia
Shengjing Bank Co Ltd,Brazil - Soya beans,Low,2.804210264341534,10.990017764012308,254,6.059421390359757e-5,100%,26%,FALSE,China,Asia
Shengjing Bank Co Ltd,Brazil - Sugar cane,Low,8.185807499670775,10.990017764012308,254,6.059421390359757e-5,100%,74%,FALSE,China,Asia
Bank of Kaohsiung Co Ltd,Brazil - Soya beans,Low,10.969098522233958,10.969098522233958,255,6.047887423461458e-5,100%,100%,FALSE,Taiwan,Asia
Basler Kantonalbank,Brazil - Soya beans,Low,10.969098522233958,10.969098522233958,255,6.047887423461458e-5,100%,100%,TRUE,Switzerland,Europe
National Bank of Greece SA,Brazil - Soya beans,Low,10.969098522233958,10.969098522233958,255,6.047887423461458e-5,100%,100%,FALSE,Greece,Europe
Taishin Financial Holding Co Ltd,Brazil - Soya beans,Low,10.969098522233958,10.969098522233958,255,6.047887423461458e-5,100%,100%,FALSE,Taiwan,Asia
Verband Schweizerischer Kantonalbanken,Brazil - Soya beans,Low,10.969098522233958,10.969098522233958,255,6.047887423461458e-5,100%,100%,FALSE,Switzerland,Europe
Yuanta Financial Holding Co Ltd,Brazil - Soya beans,Low,10.969098522233958,10.969098522233958,255,6.047887423461458e-5,100%,100%,FALSE,Taiwan,Asia
Bank of Zhengzhou Co Ltd,Brazil - Soya beans,Low,2.387909958910409,10.710001409378695,256,5.905032459845597e-5,85%,26%,FALSE,China,Asia
Bank of Zhengzhou Co Ltd,Brazil - Soya beans,Medium,0.40627177119686214,10.710001409378695,256,5.905032459845597e-5,15%,26%,FALSE,China,Asia
Bank of Zhengzhou Co Ltd,Brazil - Sugar cane,Low,6.729866345508589,10.710001409378695,256,5.905032459845597e-5,85%,74%,FALSE,China,Asia
Bank of Zhengzhou Co Ltd,Brazil - Sugar cane,Medium,1.185953333762835,10.710001409378695,256,5.905032459845597e-5,15%,74%,FALSE,China,Asia
Meiji Yasuda Life Insurance Co,Brazil - Soya beans,Low,10.679536899943667,10.679536899943667,257,5.8882356444007756e-5,100%,100%,FALSE,Japan,Asia
Nippon Life Insurance Co,Brazil - Soya beans,Low,9.913772317885382,9.913772317885382,258,5.466026109517382e-5,100%,100%,FALSE,Japan,Asia
Agricultural Development Bank of China,Brazil - Soya beans,Low,3.9297293685766643,9.858207200577176,259,5.4353899024060776e-5,100%,40%,TRUE,China,Asia
Agricultural Development Bank of China,Brazil - Sugar cane,Low,5.928477832000512,9.858207200577176,259,5.4353899024060776e-5,100%,60%,TRUE,China,Asia
Mizrahi Tefahot Bank Ltd,Brazil - Sugar cane,Low,8.23098796315573,9.580420991645246,260,5.2822305779634066e-5,100%,86%,FALSE,Israel,Asia
Mizrahi Tefahot Bank Ltd,"Colombia - Coffee, green",Low,1.1806632859994601,9.580420991645246,260,5.2822305779634066e-5,100%,12%,FALSE,Israel,Asia
Mizrahi Tefahot Bank Ltd,"Peru - Coffee, green",Low,0.16876974249005625,9.580420991645246,260,5.2822305779634066e-5,100%,2%,FALSE,Israel,Asia
Mizuho Marubeni Leasing Corp,Brazil - Soya beans,Low,9.433367288135186,9.433367288135186,261,5.201151513696711e-5,100%,100%,FALSE,Japan,Asia
Black Diamond Advisors Inc,Brazil - Soya beans,Low,9.299624013553611,9.299624013553611,262,5.127411245371568e-5,100%,100%,FALSE,United States of America,Northern America
LUFKIN NATIONAL BANK,Brazil - Soya beans,Low,9.299624013553611,9.299624013553611,262,5.127411245371568e-5,100%,100%,FALSE,United States of America,Northern America
Quantum Partners Ltd,Brazil - Soya beans,Low,9.299624013553611,9.299624013553611,262,5.127411245371568e-5,100%,100%,FALSE,NA,Unknown
Commercial Bank of Dubai PSC,Brazil - Sugar cane,Low,8.23098796315573,9.289902841724734,263,5.122051410857729e-5,100%,89%,FALSE,United Arab Emirates,Asia
Commercial Bank of Dubai PSC,"Colombia - Coffee, green",Low,0.7733885174765324,9.289902841724734,263,5.122051410857729e-5,100%,8%,FALSE,United Arab Emirates,Asia
Commercial Bank of Dubai PSC,"Peru - Coffee, green",Low,0.28552636109247204,9.289902841724734,263,5.122051410857729e-5,100%,3%,FALSE,United Arab Emirates,Asia
Sagicor Financial Corp Ltd,Brazil - Soya beans,Low,9.025365966949131,9.025365966949131,264,4.976197197336513e-5,100%,100%,FALSE,Barbados,Latin America and the Caribbean
Chiba Bank Ltd,Brazil - Soya beans,Low,5.498750572608174,8.978803552902503,265,4.950524692185082e-5,62%,99%,FALSE,Japan,Asia
Chiba Bank Ltd,Brazil - Soya beans,Medium,3.395844988960989,8.978803552902503,265,4.950524692185082e-5,38%,99%,FALSE,Japan,Asia
Chiba Bank Ltd,"Colombia - Coffee, green",Low,0.05307434697265602,8.978803552902503,265,4.950524692185082e-5,62%,1%,FALSE,Japan,Asia
Chiba Bank Ltd,"Peru - Coffee, green",Low,0.03113364436068544,8.978803552902503,265,4.950524692185082e-5,62%,0%,FALSE,Japan,Asia
Banco BPM SpA,Ecuador - Cocoa beans,Medium,8.974053179794007,8.974053179794007,266,4.9479055415118165e-5,100%,100%,FALSE,Italy,Europe
Citizens Financial Group Inc,Brazil - Soya beans,High,2.8050118507322943,8.805357577827111,267,4.8548940686491345e-5,34%,96%,FALSE,United States of America,Northern America
Citizens Financial Group Inc,Brazil - Soya beans,Low,5.681674711022242,8.805357577827111,267,4.8548940686491345e-5,66%,96%,FALSE,United States of America,Northern America
Citizens Financial Group Inc,"Colombia - Coffee, green",High,0.11041869241599149,8.805357577827111,267,4.8548940686491345e-5,34%,1%,FALSE,United States of America,Northern America
Citizens Financial Group Inc,"Peru - Coffee, green",High,0.06477208852371788,8.805357577827111,267,4.8548940686491345e-5,34%,2%,FALSE,United States of America,Northern America
Citizens Financial Group Inc,"Peru - Coffee, green",Low,0.14348023513286406,8.805357577827111,267,4.8548940686491345e-5,66%,2%,FALSE,United States of America,Northern America
Keiyo Bank Ltd,Brazil - Soya beans,Low,4.093108742751515,8.762266428535499,268,4.831135469039969e-5,100%,47%,FALSE,Japan,Asia
Keiyo Bank Ltd,"Colombia - Coffee, green",Low,0.12726753390416104,8.762266428535499,268,4.831135469039969e-5,100%,1%,FALSE,Japan,Asia
Keiyo Bank Ltd,Ecuador - Cocoa beans,Low,2.4103262616554617,8.762266428535499,268,4.831135469039969e-5,100%,28%,FALSE,Japan,Asia
Keiyo Bank Ltd,"Peru - Coffee, green",Low,2.1315638902243608,8.762266428535499,268,4.831135469039969e-5,100%,24%,FALSE,Japan,Asia
Loop Capital Holdings LLC,Brazil - Soya beans,Low,0.9816924120721638,8.400972558893598,269,4.6319336252465225e-5,24%,85%,FALSE,United States of America,Northern America
Loop Capital Holdings LLC,Brazil - Soya beans,Medium,6.15575947679309,8.400972558893598,269,4.6319336252465225e-5,76%,85%,FALSE,United States of America,Northern America
Loop Capital Holdings LLC,Brazil - Sugar cane,Low,1.033869028844456,8.400972558893598,269,4.6319336252465225e-5,24%,12%,FALSE,United States of America,Northern America
Loop Capital Holdings LLC,Ecuador - Cocoa beans,Medium,0.22965164118388776,8.400972558893598,269,4.6319336252465225e-5,76%,3%,FALSE,United States of America,Northern America
Fukui Bank Ltd,Brazil - Soya beans,Low,6.354918689708884,8.356707824465426,270,4.60752796145306e-5,76%,100%,FALSE,Japan,Asia
Fukui Bank Ltd,Brazil - Soya beans,Medium,2.001789134756542,8.356707824465426,270,4.60752796145306e-5,24%,100%,FALSE,Japan,Asia
Banco do Nordeste do Brasil SA,Brazil - Soya beans,Medium,7.713624850622622,8.217539823245149,271,4.530796733027831e-5,94%,94%,TRUE,Brazil,Latin America and the Caribbean
Banco do Nordeste do Brasil SA,"Colombia - Coffee, green",Low,0.503914972622527,8.217539823245149,271,4.530796733027831e-5,6%,6%,TRUE,Brazil,Latin America and the Caribbean
Commercial Bank PSQC,Brazil - Soya beans,Low,8.19806013488103,8.19806013488103,272,4.5200564737411174e-5,100%,100%,FALSE,Qatar,Asia
Fubon Financial Holding Co Ltd,Brazil - Soya beans,Low,3.5930979333065935,8.071098894042757,273,4.450055526062832e-5,45%,96%,FALSE,Taiwan,Asia
Fubon Financial Holding Co Ltd,Brazil - Soya beans,Medium,4.149675334498856,8.071098894042757,273,4.450055526062832e-5,55%,96%,FALSE,Taiwan,Asia
Fubon Financial Holding Co Ltd,"Colombia - Coffee, green",Medium,0.22094060219679992,8.071098894042757,273,4.450055526062832e-5,55%,3%,FALSE,Taiwan,Asia
Fubon Financial Holding Co Ltd,"Peru - Coffee, green",Medium,0.1073850240405073,8.071098894042757,273,4.450055526062832e-5,55%,1%,FALSE,Taiwan,Asia
PCA Finance Corp,Brazil - Cattle meat,Medium,8.00621511922882,8.00621511922882,274,4.414281413460186e-5,100%,100%,FALSE,NA,Unknown
Industrial Securities Co Ltd,Brazil - Soya beans,Low,7.725235151558707,7.725235151558707,275,4.259361188313863e-5,100%,100%,TRUE,China,Asia
Ayt Novacaixagalicia Hipotecario I FTA,Brazil - Soya beans,Medium,7.634206217240721,7.634206217240721,276,4.2091717633655016e-5,100%,100%,FALSE,Spain,Europe
UMB Financial Corp,Brazil - Soya beans,Medium,7.244846782641144,7.244846782641144,277,3.99449577855711e-5,100%,100%,FALSE,United States of America,Northern America
US Agbank FCB,Brazil - Soya beans,Medium,7.244846782641144,7.244846782641144,277,3.99449577855711e-5,100%,100%,FALSE,United States of America,Northern America
Morgans Financial Ltd,Brazil - Cattle meat,Medium,7.1790112620093876,7.1790112620093876,278,3.9581969143944105e-5,100%,100%,FALSE,Australia,Oceania
Nanto Bank Ltd,Brazil - Soya beans,Low,2.382582361643566,7.05174004742755,279,3.8880250605745215e-5,100%,34%,FALSE,Japan,Asia
Nanto Bank Ltd,"Colombia - Coffee, green",Low,0.12726753390416104,7.05174004742755,279,3.8880250605745215e-5,100%,2%,FALSE,Japan,Asia
Nanto Bank Ltd,Ecuador - Cocoa beans,Low,2.4103262616554617,7.05174004742755,279,3.8880250605745215e-5,100%,34%,FALSE,Japan,Asia
Nanto Bank Ltd,"Peru - Coffee, green",Low,2.1315638902243608,7.05174004742755,279,3.8880250605745215e-5,100%,30%,FALSE,Japan,Asia
San-in Godo Bank Ltd,Brazil - Soya beans,Low,7.014145152703407,7.014145152703407,280,3.867296858477729e-5,100%,100%,FALSE,Japan,Asia
Corporacion Andina de Fomento,Brazil - Cattle meat,High,6.991011066710378,6.991011066710378,281,3.854541722087357e-5,100%,100%,FALSE,Venezuela,Latin America and the Caribbean
Academy Securities Inc,Brazil - Soya beans,Low,0.5495638616987686,6.934974979675746,282,3.823645842599193e-5,8%,97%,FALSE,United States of America,Northern America
Academy Securities Inc,Brazil - Soya beans,Medium,6.15575947679309,6.934974979675746,282,3.823645842599193e-5,92%,97%,FALSE,United States of America,Northern America
Academy Securities Inc,Ecuador - Cocoa beans,Medium,0.22965164118388776,6.934974979675746,282,3.823645842599193e-5,92%,3%,FALSE,United States of America,Northern America
Alior Bank SA,Brazil - Soya beans,Medium,1.815089274873377,6.930570358857679,283,3.821217324813824e-5,100%,26%,FALSE,Poland,Europe
Alior Bank SA,Brazil - Sugar cane,Medium,5.115481083984303,6.930570358857679,283,3.821217324813824e-5,100%,74%,FALSE,Poland,Europe
PPF Group NV,Brazil - Soya beans,Medium,1.815089274873377,6.930570358857679,283,3.821217324813824e-5,100%,26%,FALSE,Netherlands,Europe
PPF Group NV,Brazil - Sugar cane,Medium,5.115481083984303,6.930570358857679,283,3.821217324813824e-5,100%,74%,FALSE,Netherlands,Europe
Banca Monte dei Paschi di Siena SpA,Brazil - Soya beans,High,1.4769483644108883,6.868753493406821,284,3.787134173645089e-5,22%,66%,FALSE,Italy,Europe
Banca Monte dei Paschi di Siena SpA,Brazil - Soya beans,Low,2.4672942655499113,6.868753493406821,284,3.787134173645089e-5,36%,66%,FALSE,Italy,Europe
Banca Monte dei Paschi di Siena SpA,Brazil - Soya beans,Medium,0.5867006308904587,6.868753493406821,284,3.787134173645089e-5,43%,66%,FALSE,Italy,Europe
Banca Monte dei Paschi di Siena SpA,"Peru - Coffee, green",Medium,2.3378102325555625,6.868753493406821,284,3.787134173645089e-5,43%,34%,FALSE,Italy,Europe
Portland Holdings Inc,Brazil - Soya beans,Low,6.854211067000877,6.854211067000877,285,3.779116107475946e-5,100%,100%,FALSE,Canada,Northern America
Sinopac Financial Holdings Co Ltd,Brazil - Soya beans,Low,6.818189157770423,6.818189157770423,286,3.7592551816795046e-5,100%,100%,FALSE,Taiwan,Asia
Badgerland Farm Credit Services Inc,Brazil - Cattle meat,Medium,6.550539643005397,6.550539643005397,287,3.6116847928310605e-5,100%,100%,FALSE,United States of America,Northern America
Capital Farm Credit Pca,Brazil - Cattle meat,Medium,6.550539643005397,6.550539643005397,287,3.6116847928310605e-5,100%,100%,FALSE,United States of America,Northern America
Clean Energy Finance Corp,Brazil - Soya beans,Low,6.544471316220687,6.544471316220687,288,3.6083389793926716e-5,100%,100%,TRUE,Australia,Oceania
Chugin Financial Group Inc,Brazil - Soya beans,Low,6.4938297567277905,6.4938297567277905,289,3.5804174095261277e-5,100%,100%,FALSE,Japan,Asia
Apple Financial Holdings Inc,Brazil - Soya beans,High,1.4769483644108883,6.4825012890196,290,3.5741713814463744e-5,23%,100%,FALSE,United States of America,Northern America
Apple Financial Holdings Inc,Brazil - Soya beans,Low,5.005552924608711,6.4825012890196,290,3.5741713814463744e-5,77%,100%,FALSE,United States of America,Northern America
China Guangfa Bank Co Ltd,Brazil - Soya beans,Medium,6.4372794421362265,6.4372794421362265,291,3.549238007160667e-5,100%,100%,FALSE,China,Asia
CIT Group Inc,Brazil - Soya beans,Low,6.373363928026203,6.373363928026203,292,3.513997751713371e-5,100%,100%,FALSE,United States of America,Northern America
Inoc SA,Brazil - Soya beans,Low,6.320589367857124,6.320589367857124,293,3.4849001373489516e-5,100%,100%,FALSE,NA,Unknown
Amarillo National Bancorp Inc,Brazil - Cattle meat,Medium,6.219817587010135,6.219817587010135,294,3.42933892739273e-5,100%,100%,FALSE,NA,Unknown
Farm Credit West Pca,Brazil - Cattle meat,Medium,6.219817587010135,6.219817587010135,294,3.42933892739273e-5,100%,100%,FALSE,United States of America,Northern America
Intrust Financial Corp,Brazil - Cattle meat,Medium,6.219817587010135,6.219817587010135,294,3.42933892739273e-5,100%,100%,FALSE,NA,Unknown
Oita Bank Ltd,Brazil - Soya beans,Low,6.063501230140409,6.063501230140409,295,3.343152835903309e-5,100%,100%,FALSE,Japan,Asia
Bgfi Holding Corp SA,Ecuador - Cocoa beans,Low,3.8028518888760674,6.044394778645277,296,3.3326183633146855e-5,100%,63%,FALSE,Gabon,Africa
Bgfi Holding Corp SA,"Peru - Coffee, green",Low,2.241542889769209,6.044394778645277,296,3.3326183633146855e-5,100%,37%,FALSE,Gabon,Africa
ATB Financial,Brazil - Cattle meat,Medium,2.93459187145088,6.030840049497746,297,3.325144870778028e-5,100%,49%,TRUE,Canada,Northern America
ATB Financial,Brazil - Soya beans,Medium,3.0962481780468663,6.030840049497746,297,3.325144870778028e-5,100%,51%,TRUE,Canada,Northern America
San Ju San Financial Group Inc,Brazil - Soya beans,Low,5.530321687046335,5.530321687046335,298,3.049180651535614e-5,100%,100%,FALSE,Japan,Asia
CL King & Associates Inc,Brazil - Soya beans,Medium,5.286698844858339,5.516350486042227,299,3.041477534395028e-5,100%,96%,FALSE,United States of America,Northern America
CL King & Associates Inc,Ecuador - Cocoa beans,Medium,0.22965164118388776,5.516350486042227,299,3.041477534395028e-5,100%,4%,FALSE,United States of America,Northern America
Dominion and Colonial Investment Partners Inc,Brazil - Soya beans,Low,5.393828710027168,5.393828710027168,300,2.9739243159824427e-5,100%,100%,FALSE,Canada,Northern America
Franklin Resources Inc,Brazil - Cattle meat,Medium,5.307478182365333,5.307478182365333,301,2.92631436251209e-5,100%,100%,FALSE,United States of America,Northern America
Kingsland Capital LLC,Brazil - Cattle meat,Medium,5.307478182365333,5.307478182365333,301,2.92631436251209e-5,100%,100%,FALSE,NA,Unknown
Kohlberg Corp,Brazil - Cattle meat,Medium,5.307478182365333,5.307478182365333,301,2.92631436251209e-5,100%,100%,FALSE,United States of America,Northern America
Shareholder,Brazil - Soya beans,Medium,5.263395578295088,5.263395578295088,302,2.902009117535991e-5,100%,100%,NA,NA,Unknown
Aichi Financial Group Inc,Brazil - Soya beans,Low,5.254711974078021,5.254711974078021,303,2.8972213530147526e-5,100%,100%,FALSE,Japan,Asia
Banque Internationale Pour L' Afrique Occidentale Au Mali S A,Ecuador - Cocoa beans,Low,3.2957538412088465,5.211709699527568,304,2.873511755101418e-5,100%,63%,NA,NA,Unknown
Banque Internationale Pour L' Afrique Occidentale Au Mali S A,"Peru - Coffee, green",Low,1.9159558583187217,5.211709699527568,304,2.873511755101418e-5,100%,37%,NA,NA,Unknown
Banque Ouest Africaine de Developpement,Ecuador - Cocoa beans,Low,3.2957538412088465,5.211709699527568,304,2.873511755101418e-5,100%,63%,FALSE,NA,Unknown
Banque Ouest Africaine de Developpement,"Peru - Coffee, green",Low,1.9159558583187217,5.211709699527568,304,2.873511755101418e-5,100%,37%,FALSE,NA,Unknown
Norddeutsche Landesbank Girozentrale,Brazil - Soya beans,Low,5.209443273998717,5.209443273998717,305,2.8722621458993157e-5,100%,100%,TRUE,Germany,Europe
Al Rajhi Banking & Investment Corporation SJSC,Brazil - Soya beans,Low,5.1963306448737425,5.1963306448737425,306,2.8650324082310194e-5,100%,100%,FALSE,Saudi Arabia,Asia
Bank of Jiujiang Co Ltd,Brazil - Soya beans,Low,3.0539133171837114,5.178955096702698,307,2.855452281017611e-5,100%,59%,FALSE,China,Asia
Bank of Jiujiang Co Ltd,Brazil - Sugar cane,Low,2.1250417795189867,5.178955096702698,307,2.855452281017611e-5,100%,41%,FALSE,China,Asia
Lotte Strategic investment Co Ltd,Brazil - Soya beans,Low,1.3482696540845556,5.163671250870988,308,2.8470254281818597e-5,100%,26%,FALSE,NA,Unknown
Lotte Strategic investment Co Ltd,"Colombia - Coffee, green",Low,0.05307434697265602,5.163671250870988,308,2.8470254281818597e-5,100%,1%,FALSE,NA,Unknown
Lotte Strategic investment Co Ltd,Ecuador - Cocoa beans,Low,2.3474933669768996,5.163671250870988,308,2.8470254281818597e-5,100%,45%,FALSE,NA,Unknown
Lotte Strategic investment Co Ltd,"Peru - Coffee, green",Low,1.414833882836877,5.163671250870988,308,2.8470254281818597e-5,100%,27%,FALSE,NA,Unknown
Fator Empreendimentos e Participacoes Ltda,Brazil - Cattle meat,Medium,4.933011288234907,4.933011288234907,309,2.719849481653964e-5,100%,100%,FALSE,Brazil,Latin America and the Caribbean
Akbank TAS,Brazil - Soya beans,Medium,4.752971183836815,4.752971183836815,310,2.6205831398574322e-5,100%,100%,FALSE,Turkey,Asia
Allianz SE,Brazil - Soya beans,Low,4.615110522808987,4.615110522808987,311,2.544572722380529e-5,100%,100%,FALSE,Germany,Europe
Shenzhen Investment Holdings Co Ltd,Brazil - Soya beans,Low,4.176436956857641,4.560796571983648,312,2.5146263544589316e-5,92%,100%,TRUE,China,Asia
Shenzhen Investment Holdings Co Ltd,Brazil - Soya beans,Medium,0.384359615126006,4.560796571983648,312,2.5146263544589316e-5,8%,100%,TRUE,China,Asia
First Citizens BancShares Inc (Delaware),Brazil - Soya beans,Low,4.40821518341229,4.40821518341229,313,2.430499563262323e-5,100%,100%,FALSE,United States of America,Northern America
New York Green Bank,Brazil - Soya beans,Low,4.40821518341229,4.40821518341229,313,2.430499563262323e-5,100%,100%,FALSE,United States of America,Northern America
Bank of Panhsin,Brazil - Soya beans,Low,0.9314973831465956,4.2670857291030035,314,2.352686874273613e-5,22%,22%,FALSE,Taiwan,Asia
Bank of Panhsin,Peru - Cocoa beans,Medium,3.335588345956408,4.2670857291030035,314,2.352686874273613e-5,78%,78%,FALSE,Taiwan,Asia
Bank West Financial Corp,Brazil - Cattle meat,Medium,4.175054139786025,4.175054139786025,315,2.301944628640289e-5,100%,100%,FALSE,NA,Unknown
First Pioneer Farm Credit Aca,Brazil - Cattle meat,Medium,4.175054139786025,4.175054139786025,315,2.301944628640289e-5,100%,100%,FALSE,United States of America,Northern America
Ogaki Kyoritsu Bank Ltd,Brazil - Soya beans,Low,4.152579487617238,4.152579487617238,316,2.289553075594908e-5,100%,100%,FALSE,Japan,Asia
