Unnamed: 0,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID,JointVentureOrganisationName,JointVentureCompanyOAPermID
315,Brazil,Oil palm fruit,2017,612.872675,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2017,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
,Brazil,Oil palm fruit,2018,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2018,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
,Brazil,Oil palm fruit,2019,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2019,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Vale SA,4295859761,Vale SA,4295859761,,
,Brazil,Oil palm fruit,2020,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2020,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels SA,5064630448,Socrates Participacoes SA,5086761418,,
,Brazil,Oil palm fruit,2021,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2021,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels SA,5064630448,Socrates Participacoes SA,5086761418,,
,Brazil,Oil palm fruit,2022,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2022,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels SA,5064630448,Socrates Participacoes SA,5086761418,,
,Brazil,Oil palm fruit,2023,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2023,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels SA,5064630448,Socrates Participacoes SA,5086761418,,
,Brazil,Oil palm fruit,2024,,BIOPALMA DA AMAZONIA S.A. REFLORESTAMENTO INDUSTRIA E C,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2024,Brasil Bio Fuels Reflorestamento Industria e Comercio Sa,5001440553,Brasil Bio Fuels SA,5064630448,Socrates Participacoes SA,5086761418,,
,Colombia,Cattle meat,2008,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2009,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2010,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2011,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2012,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
316,Colombia,Cattle meat,2013,90.99806258,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,2025,,,,,,,,
,Colombia,Cattle meat,2014,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2015,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2016,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2017,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2018,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2019,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2020,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2021,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2022,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2023,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2024,,BLANCO GUERRERO JAIRO,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2008,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2009,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2010,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2011,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2012,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
317,Colombia,Cattle meat,2013,69.22466675,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,2025,,,,,,,,
,Colombia,Cattle meat,2014,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2015,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2016,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2017,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2018,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2019,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2020,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2021,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2022,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2023,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Colombia,Cattle meat,2024,,BLANCOMER S A S,2013,2013-2018,Phased out,FALSE,,,,,,,,,
,Peru,Cocoa beans,2008,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2008,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2009,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2009,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2010,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2010,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2011,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2011,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2012,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2012,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2013,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2013,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2014,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2014,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2015,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2015,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2016,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2016,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
318,Peru,Cocoa beans,2017,197.7638161,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2017,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
319,Peru,Cocoa beans,2018,246.4549109,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2018,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
320,Peru,Cocoa beans,2019,167.7843794,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2019,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
321,Peru,Cocoa beans,2020,135.5578079,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2020,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
322,Peru,Cocoa beans,2021,42.74635172,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2021,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2022,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2022,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2023,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2023,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Peru,Cocoa beans,2024,,BLUE PACIFIC OILS S.A.,"2017, 2018, 2019, 2020, 2021",2013-2022,"Phased in, then out",TRUE,2024,Blue Pacific Oils Sociedad Anonima Cerrada - Blue Pacific Oils S.A.C.,5086835397,Maashaven CT BV,5046703029,OBELIDS B.V.,5090690691,,
,Brazil,Cattle meat,2008,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2009,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2010,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2011,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
323,Brazil,Cattle meat,2012,9143.925889,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,2025,,,,,,,,
324,Brazil,Cattle meat,2013,9100.50915,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,2025,,,,,,,,
325,Brazil,Cattle meat,2014,30601.07396,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,2025,,,,,,,,
,Brazil,Cattle meat,2015,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
326,Brazil,Cattle meat,2016,13935.79496,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,2025,,,,,,,,
,Brazil,Cattle meat,2017,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2018,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2019,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2020,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2021,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2022,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2023,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2024,,BOI BRANCO COMERCIAL EXPORTACAO E IMPORTACAO DE BOVINOS EIR,"2012, 2013, 2014, 2016",2010-2020,Intermittent,FALSE,,,,,,,,,
,Brazil,Cattle meat,2008,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2009,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2010,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2011,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2012,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2013,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2014,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2015,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2016,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
327,Brazil,Cattle meat,2017,5266.944616,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,2025,,,,,,,,
,Brazil,Cattle meat,2018,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2019,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2020,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2021,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2022,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2023,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Cattle meat,2024,,BOI BRANCO INTERNATIONAL TRADING LTDA,2017,2010-2020,"Phased in, then out",FALSE,,,,,,,,,
,Brazil,Soya beans,2008,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2008,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2009,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2009,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2010,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2010,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2011,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2011,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2012,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2012,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
328,Brazil,Soya beans,2013,884.9345196,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2013,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2014,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2014,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
329,Brazil,Soya beans,2015,36.61562698,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2015,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2016,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2016,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2017,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2017,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2018,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2018,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2019,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2019,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2020,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2020,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
330,Brazil,Soya beans,2021,7.740027291,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2021,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2022,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2022,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2023,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2023,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Soya beans,2024,,BOM JESUS AGROPECUARIA,"2013, 2015, 2021",2010-2022,Intermittent,TRUE,2024,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,Bom Jesus Agropecuaria Ltda,5034841723,,
,Brazil,Cattle meat,2008,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2008,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2009,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2009,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2010,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2010,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2011,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2011,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2012,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2012,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2013,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2013,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2014,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2014,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2015,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2015,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2016,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2016,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2017,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2017,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2018,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2018,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
331,Brazil,Cattle meat,2019,525.9484141,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2019,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
332,Brazil,Cattle meat,2020,451.1620585,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2020,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2021,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2021,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2022,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2022,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2023,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2023,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
,Brazil,Cattle meat,2024,,BON-MART FRIGORIFICO LTDA,"2019, 2020",2010-2020,Phased in,TRUE,2024,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,Bon-Mart Frigorifico Ltda,5077901351,,
