,producer_country,commodity,year,adjusted_deforestation_exposure,exporter_group,years_appeared,years_available,deduce_temporal_pattern,legal_entity_mapped,legal_entity_hierarchy_year,CommonName,OAPermID,ParentOrganisationName,ParentCompanyOAPermID,UltimateParentOrganisationName,UltimateParentCompanyOAPermID
28,Brazil,Soya beans,2015,1026.232761,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
29,Brazil,Soya beans,2016,4027.125695,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
30,Brazil,Soya beans,2017,3163.715877,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
31,Brazil,Soya beans,2018,5063.419747,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
32,Brazil,Soya beans,2019,2189.54252,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
33,Brazil,Soya beans,2020,1641.086693,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
34,Brazil,Soya beans,2021,1297.887511,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
35,Brazil,Soya beans,2022,586.2626918,ADM,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2010-2022,Full coverage,TRUE,2025,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463,Archer-Daniels-Midland Co,4295903463
36,Brazil,Soya beans,2013,145.5300546,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
37,Brazil,Soya beans,2014,457.4204454,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
38,Brazil,Soya beans,2015,104.8625491,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
39,Brazil,Soya beans,2016,66.00541661,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
40,Brazil,Soya beans,2017,32.48601855,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
41,Brazil,Soya beans,2018,53.37346382,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
42,Brazil,Soya beans,2019,425.5134837,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
43,Brazil,Soya beans,2020,671.6758804,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
44,Brazil,Soya beans,2021,0.196322466,AFG BRASIL,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",2010-2022,"Phased in, then out",TRUE,2025,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590,Afg Brasil Sa Em Recuperacao Judicial,5057549590
45,Brazil,Cattle meat,2013,895.7382595,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,2025,,,,,,
46,Brazil,Cattle meat,2014,2329.524726,AG STA-RITA IMPORTACAO E EXPORTACAO LTDA - EPP,"2013, 2014",2010-2020,"Phased in, then out",FALSE,2025,,,,,,
47,Brazil,Cattle meat,2019,42.64548541,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,2025,,,,,,
48,Brazil,Cattle meat,2020,73.956013,AGL AGROINDUSTRIAL,"2019, 2020",2010-2020,Phased in,FALSE,2025,,,,,,
49,Brazil,Cattle meat,2011,6.177935802,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
50,Brazil,Cattle meat,2012,31.57635066,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
51,Brazil,Cattle meat,2013,20.30652481,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
52,Brazil,Cattle meat,2014,115.2768836,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
53,Brazil,Cattle meat,2015,263.8422624,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
54,Brazil,Cattle meat,2016,652.1577049,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
55,Brazil,Cattle meat,2017,364.4548089,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
56,Brazil,Cattle meat,2019,940.5498177,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
57,Brazil,Cattle meat,2020,1548.178112,AGRA AGROINDUSTRIAL DE ALIMENTOS,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agra Agroindustrial De Alimentos Sa,5000623676,Alibem Alimentos S/A,4297591992,Carlos Lee Participacoes E Administracao Ltda,5076901744
58,Brazil,Soya beans,2010,438.3230852,AGRICOLA E PECUARIA MORRO AZUL,2010,2010-2022,Phased out,FALSE,2025,,,,,,
59,Ecuador,Cocoa beans,2017,154.0744546,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,2025,,,,,,
60,Ecuador,Cocoa beans,2018,121.0944015,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,2025,,,,,,
61,Ecuador,Cocoa beans,2019,34.83375681,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,2025,,,,,,
62,Ecuador,Cocoa beans,2020,1.103633065,AGRICOLA GUANGALA S A AGRIGUANGALA,"2017, 2018, 2019, 2020",2017-2022,Phased out,FALSE,2025,,,,,,
63,Brazil,Soya beans,2012,48.665217,AGRINVEST BRASIL,"2012, 2013, 2014, 2015, 2022",2010-2022,Intermittent,TRUE,2025,Sierentz Agro Brasil Ltda,5039665620,Sierentz & Cie SARL,5073661726,Sierentz & Cie SARL,5073661726
64,Brazil,Soya beans,2013,3.024112994,AGRINVEST BRASIL,"2012, 2013, 2014, 2015, 2022",2010-2022,Intermittent,TRUE,2025,Sierentz Agro Brasil Ltda,5039665620,Sierentz & Cie SARL,5073661726,Sierentz & Cie SARL,5073661726
65,Brazil,Soya beans,2014,20.45421089,AGRINVEST BRASIL,"2012, 2013, 2014, 2015, 2022",2010-2022,Intermittent,TRUE,2025,Sierentz Agro Brasil Ltda,5039665620,Sierentz & Cie SARL,5073661726,Sierentz & Cie SARL,5073661726
66,Brazil,Soya beans,2015,256.794921,AGRINVEST BRASIL,"2012, 2013, 2014, 2015, 2022",2010-2022,Intermittent,TRUE,2025,Sierentz Agro Brasil Ltda,5039665620,Sierentz & Cie SARL,5073661726,Sierentz & Cie SARL,5073661726
67,Brazil,Soya beans,2022,0.829826605,AGRINVEST BRASIL,"2012, 2013, 2014, 2015, 2022",2010-2022,Intermittent,TRUE,2025,Sierentz Agro Brasil Ltda,5039665620,Sierentz & Cie SARL,5073661726,Sierentz & Cie SARL,5073661726
68,Peru,Cocoa beans,2019,83.24192869,AGRO SAN GERARDO E I R L,"2019, 2020, 2021, 2022",2013-2022,Phased in,FALSE,2025,,,,,,
69,Peru,Cocoa beans,2020,295.03942,AGRO SAN GERARDO E I R L,"2019, 2020, 2021, 2022",2013-2022,Phased in,FALSE,2025,,,,,,
70,Peru,Cocoa beans,2021,673.9734916,AGRO SAN GERARDO E I R L,"2019, 2020, 2021, 2022",2013-2022,Phased in,FALSE,2025,,,,,,
71,Peru,Cocoa beans,2022,406.9199344,AGRO SAN GERARDO E I R L,"2019, 2020, 2021, 2022",2013-2022,Phased in,FALSE,2025,,,,,,
72,Brazil,Cattle meat,2012,36219.4464,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
73,Brazil,Cattle meat,2013,38787.55535,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
74,Brazil,Cattle meat,2014,30401.72641,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
75,Brazil,Cattle meat,2015,9610.333408,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
76,Brazil,Cattle meat,2016,48665.8943,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
77,Brazil,Cattle meat,2017,25851.21397,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
78,Brazil,Cattle meat,2019,19196.41511,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
79,Brazil,Cattle meat,2020,26898.89202,AGROEXPORT TRADING E AGRONEGOCIOS,"2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020",2010-2020,Intermittent,TRUE,2025,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812,Agroexport Trading E Agronegocios S/A,5055443812
80,Brazil,Cattle meat,2013,118.1968708,AGROGLOBAL AGRONEGOCIOS EXPORTACAO E IMPORTACAO REPRESENTACO,"2013, 2014",2010-2020,"Phased in, then out",FALSE,2025,,,,,,
81,Brazil,Cattle meat,2014,470.4766231,AGROGLOBAL AGRONEGOCIOS EXPORTACAO E IMPORTACAO REPRESENTACO,"2013, 2014",2010-2020,"Phased in, then out",FALSE,2025,,,,,,
82,Colombia,Cattle meat,2013,71.48485367,AGROIND COL COLOMBIA S A S,2013,2013-2018,Phased out,FALSE,2025,,,,,,
83,Bolivia,Soya beans,2020,361.9595689,AGROINDUSTRIA CAICO SA,"2020, 2021",2020-2021,Full coverage,FALSE,2025,,,,,,
84,Bolivia,Soya beans,2021,615.2757266,AGROINDUSTRIA CAICO SA,"2020, 2021",2020-2021,Full coverage,FALSE,2025,,,,,,
85,Brazil,Cattle meat,2019,294.9181241,AGROINDUSTRIAL IGUATEMI,"2019, 2020",2010-2020,Phased in,TRUE,2025,Agroindustrial Iguatemi Ltda,5086415379,Agroindustrial Iguatemi Ltda,5086415379,Agroindustrial Iguatemi Ltda,5086415379
86,Brazil,Cattle meat,2020,297.1647897,AGROINDUSTRIAL IGUATEMI,"2019, 2020",2010-2020,Phased in,TRUE,2025,Agroindustrial Iguatemi Ltda,5086415379,Agroindustrial Iguatemi Ltda,5086415379,Agroindustrial Iguatemi Ltda,5086415379
87,Brazil,Sugar cane,2015,41.58643528,AGROINDUSTRIAL SANTA JULIANA,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2025,Santa Juliana Bioenergia Ltda,5000138945,Bunge Global SA,5086635324,Bunge Global SA,5086635324
88,Brazil,Sugar cane,2016,79.29926091,AGROINDUSTRIAL SANTA JULIANA,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2025,Santa Juliana Bioenergia Ltda,5000138945,Bunge Global SA,5086635324,Bunge Global SA,5086635324
89,Brazil,Sugar cane,2017,81.6986669,AGROINDUSTRIAL SANTA JULIANA,"2015, 2016, 2017",2015-2017,Full coverage,TRUE,2025,Santa Juliana Bioenergia Ltda,5000138945,Bunge Global SA,5086635324,Bunge Global SA,5086635324
90,Ecuador,Cocoa beans,2017,553.7233706,AGROINDUSTRIAS ARRIBA DEL ECUADOR AGROARRIBA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2025,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530
91,Ecuador,Cocoa beans,2018,308.1582602,AGROINDUSTRIAS ARRIBA DEL ECUADOR AGROARRIBA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2025,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530
92,Ecuador,Cocoa beans,2019,94.91105346,AGROINDUSTRIAS ARRIBA DEL ECUADOR AGROARRIBA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2025,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530
93,Ecuador,Cocoa beans,2020,166.1964875,AGROINDUSTRIAS ARRIBA DEL ECUADOR AGROARRIBA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2025,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530
94,Ecuador,Cocoa beans,2021,50.69746003,AGROINDUSTRIAS ARRIBA DEL ECUADOR AGROARRIBA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2025,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530
95,Ecuador,Cocoa beans,2022,47.32903724,AGROINDUSTRIAS ARRIBA DEL ECUADOR AGROARRIBA S A,"2017, 2018, 2019, 2020, 2021, 2022",2017-2022,Full coverage,TRUE,2025,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530,Agroindustrias Arriba Del Ecuador Agroarriba S.A.,5081961530
96,Colombia,Cattle meat,2015,678.0166098,AGROINDUSTRIAS ASAF S A S,2015,2013-2018,"Phased in, then out",FALSE,2025,,,,,,
