commodity_case,boundary_period,defn_phase_out,commodity,producer_country,manager_country_grouped,financial_flow_link_strength,total_usd_m_normalised_to_sei_trase_by_strength,total_usd_m_normalised_to_sei_trase,rank,manager_country_grouped_link_strength_pct
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Other countries,Low,174.91808736108752,NA,NA,NA
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Other countries,Medium,265.706134062686,NA,NA,NA
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Singapore,Low,3687.6894670266665,4279.298234097992,6,0.861750984692464
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Singapore,Medium,591.6087670713246,4279.298234097992,6,0.1382490153075359
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Switzerland,Low,683.8790016314723,5119.011552644167,5,0.1335959090145484
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Switzerland,Medium,4435.132551012696,5119.011552644167,5,0.8664040909854519
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,United Kingdom,Low,2585.461134444297,7385.115642042276,3,0.35009081235311773
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,United Kingdom,Medium,4799.6545075979875,7385.115642042276,3,0.6499091876468834
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,United States of America,Low,2729.50308490437,10181.065451716768,1,0.2680960158687627
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,United States of America,Medium,7451.562366812391,10181.065451716768,1,0.7319039841312367
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Unknown,Low,1684.9981325101853,6452.361949850997,4,0.2611443910937291
cocoa_beans,0,FALSE,Cocoa beans,Ecuador,Unknown,Medium,4767.363817340811,6452.361949850997,4,0.7388556089062708
cocoa_beans,0,FALSE,Cocoa beans,Peru,Australia,Medium,56.65105425344905,56.65105425344905,7,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,Brazil,Medium,43.92317682662348,43.92317682662348,9,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,China,Medium,53.90766694344898,53.90766694344898,8,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,EU27,Medium,861.8093869462078,861.8093869462078,1,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,Japan,Medium,60.79587203849533,60.79587203849533,6,1
cocoa_beans,0,FALSE,Cocoa beans,Peru,Other countries,Medium,63.18493886337592,NA,NA,NA
