commodity_case,boundary_period,defn_phase_out,commodity,producer_country,manager_country_grouped,financial_flow_link_strength,total_usd_m_normalised_to_sei_trase_by_strength,total_usd_m_normalised_to_sei_trase,rank,manager_country_grouped_link_strength_pct
cattle_meat,0,FALSE,Cattle meat,Brazil,Brazil,High,873.2559257304736,1706.5340424191554,2,0.5117131589666737
cattle_meat,0,FALSE,Cattle meat,Brazil,Brazil,Low,501.26294252062706,1706.5340424191554,2,0.29373158112336556
cattle_meat,0,FALSE,Cattle meat,Brazil,Brazil,Medium,297.3813299609243,1706.5340424191554,2,0.1742604147171663
cattle_meat,0,FALSE,Cattle meat,Brazil,Canada,High,12.97509776607536,445.9622568469302,5,0.029094609615200835
cattle_meat,0,FALSE,Cattle meat,Brazil,Canada,Medium,432.98715908085484,445.9622568469302,5,0.9709053903847992
cattle_meat,0,FALSE,Cattle meat,Brazil,China,High,10.569924544960001,32.359564478695475,9,0.3266398888625003
cattle_meat,0,FALSE,Cattle meat,Brazil,China,Low,14.511262552618364,32.359564478695475,9,0.44843812907840974
cattle_meat,0,FALSE,Cattle meat,Brazil,China,Medium,7.278377381117108,32.359564478695475,9,0.22492198205908995
cattle_meat,0,FALSE,Cattle meat,Brazil,EU27,High,420.8231628576495,1489.950601852735,3,0.2824410167252264
cattle_meat,0,FALSE,Cattle meat,Brazil,EU27,Low,248.62563776379125,1489.950601852735,3,0.1668683763439059
cattle_meat,0,FALSE,Cattle meat,Brazil,EU27,Medium,808.3303718412758,1489.950601852735,3,0.5425215915454694
cattle_meat,0,FALSE,Cattle meat,Brazil,Japan,High,53.9276647477105,93.95579438760213,8,0.5739684827232592
cattle_meat,0,FALSE,Cattle meat,Brazil,Japan,Low,21.379939388813494,93.95579438760213,8,0.22755317570530456
cattle_meat,0,FALSE,Cattle meat,Brazil,Japan,Medium,18.648190251078137,93.95579438760213,8,0.19847834157143635
cattle_meat,0,FALSE,Cattle meat,Brazil,Other countries,High,25.31022122150944,NA,NA,NA
cattle_meat,0,FALSE,Cattle meat,Brazil,Other countries,Medium,7.965925861762752,NA,NA,NA
cattle_meat,0,FALSE,Cattle meat,Brazil,Switzerland,High,16.191855366479867,107.14664250153857,7,0.15111864439660216
cattle_meat,0,FALSE,Cattle meat,Brazil,Switzerland,Low,16.128009437657997,107.14664250153857,7,0.15052277011317838
cattle_meat,0,FALSE,Cattle meat,Brazil,Switzerland,Medium,69.65423116552512,107.14664250153857,7,0.6500831900964599
cattle_meat,0,FALSE,Cattle meat,Brazil,Taiwan,High,12.758511481443318,12.758511481443318,10,1
cattle_meat,0,FALSE,Cattle meat,Brazil,UK,High,90.98436757959367,540.745593242619,4,0.16825725205451886
cattle_meat,0,FALSE,Cattle meat,Brazil,UK,Low,139.27694542063304,540.745593242619,4,0.25756464252523825
cattle_meat,0,FALSE,Cattle meat,Brazil,UK,Medium,294.46082966467884,540.745593242619,4,0.5445459627306878
cattle_meat,0,FALSE,Cattle meat,Brazil,USA,High,332.99160238685084,1968.544121105261,1,0.1691562809371471
cattle_meat,0,FALSE,Cattle meat,Brazil,USA,Low,162.04264099418708,1968.544121105261,1,0.08231598126599593
cattle_meat,0,FALSE,Cattle meat,Brazil,USA,Medium,1342.4158957664324,1968.544121105261,1,0.681933354388175
cattle_meat,0,FALSE,Cattle meat,Brazil,Unknown,High,122.77994887616275,284.56707795817505,6,0.4314622399651187
cattle_meat,0,FALSE,Cattle meat,Brazil,Unknown,Low,5.591594032609319,284.56707795817505,6,0.01964947622448145
cattle_meat,0,FALSE,Cattle meat,Brazil,Unknown,Medium,147.8840161316055,284.56707795817505,6,0.5196806924845365
cattle_meat,0,FALSE,Cattle meat,Colombia,Brazil,High,0.5987808659217135,1706.5340424191554,2,3.508754299872573e-4
cattle_meat,0,FALSE,Cattle meat,Colombia,Brazil,Medium,34.03506334120859,1706.5340424191554,2,0.01994396976280709
cattle_meat,0,FALSE,Cattle meat,Colombia,EU27,Medium,12.17142939001755,1489.950601852735,3,0.008169015385397696
cattle_meat,0,FALSE,Cattle meat,Colombia,Switzerland,Medium,5.172546531875599,107.14664250153857,7,0.04827539539375977
cattle_meat,0,FALSE,Cattle meat,Colombia,UK,High,2.4820651982511044,540.745593242619,4,0.004590079381631621
cattle_meat,0,FALSE,Cattle meat,Colombia,UK,Medium,13.541385379462186,540.745593242619,4,0.025042063307923263
cattle_meat,0,FALSE,Cattle meat,Colombia,USA,Medium,131.09398195778877,1968.544121105261,1,0.06659438340868103
cattle_meat,0,FALSE,Cattle meat,Colombia,Unknown,High,7.402468725482923,284.56707795817505,6,0.026013089000305648
cattle_meat,0,FALSE,Cattle meat,Colombia,Unknown,Medium,0.9090501923146084,284.56707795817505,6,0.0031945023255579067
cattle_meat,0,TRUE,Cattle meat,Brazil,Brazil,High,729.3598293316436,1516.3288827240608,2,0.4810037173606825
cattle_meat,0,TRUE,Cattle meat,Brazil,Brazil,Low,466.3887960896188,1516.3288827240608,2,0.3075775983715081
cattle_meat,0,TRUE,Cattle meat,Brazil,Brazil,Medium,297.3813299609243,1516.3288827240608,2,0.19611928081636448
cattle_meat,0,TRUE,Cattle meat,Brazil,Canada,High,12.97509776607536,445.9622568469302,5,0.029094609615200835
cattle_meat,0,TRUE,Cattle meat,Brazil,Canada,Medium,432.98715908085484,445.9622568469302,5,0.9709053903847992
cattle_meat,0,TRUE,Cattle meat,Brazil,China,High,8.526272541805119,30.315912475540593,9,0.28124743230751387
